Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Activity],[Age],[Freq],[Location],[Mode of transportation],[Nature],[Observation Status],[Reporting Type],[Sex],[Type of mobile technology],[Units]
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),862.0,Venezuela (Bolivarian Republic of),2011.0,11.32,2011.0,,,,,LFS - Household Sample Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),862.0,Venezuela (Bolivarian Republic of),2012.0,11.03,2012.0,,,,,LFS - Household Sample Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),862.0,Venezuela (Bolivarian Republic of),2013.0,11.29,2013.0,,,,,LFS - Household Sample Survey,,Data reference period: Second semester | Population coverage: Excluding armed forces and/or conscripts,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),862.0,Venezuela (Bolivarian Republic of),2016.0,11.55,2016.0,,,,,LFS - Household Sample Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),862.0,Venezuela (Bolivarian Republic of),2017.0,10.82,2017.0,,,,,LFS - Household Sample Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),862.0,Venezuela (Bolivarian Republic of),2000.0,17.87,2000.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),862.0,Venezuela (Bolivarian Republic of),2001.0,17.33,2001.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),862.0,Venezuela (Bolivarian Republic of),2002.0,16.4,2002.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),862.0,Venezuela (Bolivarian Republic of),2003.0,16.46,2003.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),862.0,Venezuela (Bolivarian Republic of),2004.0,17.24,2004.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),862.0,Venezuela (Bolivarian Republic of),2005.0,16.56,2005.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),862.0,Venezuela (Bolivarian Republic of),2006.0,16.18,2006.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),862.0,Venezuela (Bolivarian Republic of),2007.0,15.36,2007.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),862.0,Venezuela (Bolivarian Republic of),2008.0,14.78,2008.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
