Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Frequency of Chlorophyll-a concentration],[Level/Status],[Nature],[Observation Status],[Reporting Type],[Sampling Stations],[Units]
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2021.0,7.959,2021,,8.016,7.903,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name: Muelle Manaure Salina | LATITUDE: 11.784 | LONGITUDE: -72.457,,,C,A,G,MUELLE_MANAURE_SALINA,PH
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2021.0,7.983,2021,,8.05,7.916,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name: Playa Mayapo | LATITUDE: 11.662 | LONGITUDE: -72.787,,,C,A,G,PLAYA_MAYAPO,PH
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2021.0,8.088,2021,,8.111,8.045,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name: OS | LATITUDE: 2.971 | LONGITUDE: -78.221,,,C,A,G,OS,PH
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2021.0,8.098,2021,,8.108,8.077,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name: ON | LATITUDE: 3.016 | LONGITUDE: -78.201,,,C,A,G,ON,PH
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2021.0,7.967,2021,,7.979,7.954,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name: Cabo de la vela | LATITUDE: 12.201 | LONGITUDE: -72.149,,,C,A,G,CABO_DE_LA_VELA,PH
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2021.0,7.973,2021,,7.991,7.955,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name: Boya Akuará | LATITUDE: 8.460 | LONGITUDE: -76.838,,,C,A,G,BOYA_AKUARA,PH
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2021.0,8.007,2021,,8.017,7.996,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name: Boya | LATITUDE: 12.540 | LONGITUDE: -72.149,,,C,A,G,BOYA,PH
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2021.0,7.993,2021,,8.007,7.979,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name: Frente Playa Bocagrande | LATITUDE: 1.823 | LONGITUDE: -78.831,,,C,A,G,FRENTE_PLAYA_BOCAGRANDE,PH
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2021.0,7.964,2021,,7.985,7.944,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name: Frente Playa Blanca | LATITUDE: 2.945 | LONGITUDE: -78.189,,,C,A,G,FRENTE_PLAYA_BLANCA,PH
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2021.0,7.973,2021,,7.975,7.971,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name: Frente a Juanchaco  | LATITUDE: 3.929 | LONGITUDE: -77.349,,,C,A,G,FRENTE_A_JUANCHACO,PH
